experiment_id,run_id,trial_id,agent_id,session_id,scenario,variant,model,seed,timestamp,git_commit,task_id,workload_file,mode,memory_mode,backend,round,stage,prompt_tokens,output_tokens,total_tokens,latency,total_latency,model_request_latency,ttft,ttft_status,ttft_reason,tool_execution_latency,tokens_per_second,tokens_per_second_status,tokens_per_second_reason,peak_gpu_memory_mb,peak_gpu_memory_mb_status,peak_gpu_memory_mb_reason,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,agent_meta_enabled,agent_meta_sent,agent_meta_agent_id,agent_meta_session_id,agent_meta_context_id,agent_meta_segment_type,agent_meta_priority,cache_stats_available,cache_stats_unavailable_reason,cache_stats_scope,cache_total_blocks,cache_total_blocks_status,cache_total_blocks_reason,cache_agent_sessions,cache_agent_sessions_status,cache_agent_sessions_reason,cache_tool_result_blocks,cache_tool_result_blocks_status,cache_tool_result_blocks_reason,cache_shared_prefix_blocks,cache_shared_prefix_blocks_status,cache_shared_prefix_blocks_reason,cache_scratchpad_blocks,cache_scratchpad_blocks_status,cache_scratchpad_blocks_reason,cache_expired_branch_blocks,cache_expired_branch_blocks_status,cache_expired_branch_blocks_reason,step,context_id,segment_type,priority,ttl,prompt_label
exp_261e2d8d168f,run_ade0f43a139e,trial_a81293a653e7,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s3_step3,metric:cache-pressure,sessions_4,sessions_4,vllm,3,tool_result,5486,110,5596,3.4059208029993897,3.4059208029993897,3.4059208029993897,1.5812734909995925,ok,,,32.296699295864315,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache_pressure_session_3:step_3:tool_result:tool_result,tool_result,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,cache_pressure_session_3:step_3:tool_result:tool_result,tool_result,normal,300,tool_result_session_3
exp_261e2d8d168f,run_ade0f43a139e,trial_a81293a653e7,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s4_step3,metric:cache-pressure,sessions_4,sessions_4,vllm,3,tool_result,5486,135,5621,2.9237378789985087,2.9237378789985087,2.9237378789985087,0.7047127229998296,ok,,,46.17376987510338,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache_pressure_session_4:step_3:tool_result:tool_result,tool_result,normal,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,3,cache_pressure_session_4:step_3:tool_result:tool_result,tool_result,normal,300,tool_result_session_4
exp_261e2d8d168f,run_ade0f43a139e,trial_3a903bf4e65a,agentmem_cache_pressure_config_1784890874,cache_pressure_session_1,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s1_step4,metric:cache-pressure,sessions_4,sessions_4,vllm,4,scratchpad,5485,108,5593,2.457314953000605,2.457314953000605,2.457314953000605,0.6712514390001161,ok,,,43.95041012879614,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_1,cache_pressure_session_1:step_4:scratchpad:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,cache_pressure_session_1:step_4:scratchpad:scratchpad,scratchpad,low,60,scratchpad_session_1
exp_261e2d8d168f,run_ade0f43a139e,trial_3a903bf4e65a,agentmem_cache_pressure_config_1784890874,cache_pressure_session_2,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s2_step4,metric:cache-pressure,sessions_4,sessions_4,vllm,4,scratchpad,5485,100,5585,2.3115779840009054,2.3115779840009054,2.3115779840009054,0.6544281330006925,ok,,,43.26049161747027,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_2,cache_pressure_session_2:step_4:scratchpad:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,cache_pressure_session_2:step_4:scratchpad:scratchpad,scratchpad,low,60,scratchpad_session_2
exp_261e2d8d168f,run_ade0f43a139e,trial_3a903bf4e65a,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s3_step4,metric:cache-pressure,sessions_4,sessions_4,vllm,4,scratchpad,5485,106,5591,2.417587713998728,2.417587713998728,2.417587713998728,0.6606562159995519,ok,,,43.845358489464836,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache_pressure_session_3:step_4:scratchpad:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,cache_pressure_session_3:step_4:scratchpad:scratchpad,scratchpad,low,60,scratchpad_session_3
exp_261e2d8d168f,run_ade0f43a139e,trial_3a903bf4e65a,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s4_step4,metric:cache-pressure,sessions_4,sessions_4,vllm,4,scratchpad,5485,83,5568,2.060677174000375,2.060677174000375,2.060677174000375,0.6762223929999891,ok,,,40.27802173344445,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache_pressure_session_4:step_4:scratchpad:scratchpad,scratchpad,low,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,4,cache_pressure_session_4:step_4:scratchpad:scratchpad,scratchpad,low,60,scratchpad_session_4
exp_261e2d8d168f,run_ade0f43a139e,trial_834684f772de,agentmem_cache_pressure_config_1784890874,cache_pressure_session_1,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s1_step5,metric:cache-pressure,sessions_4,sessions_4,vllm,5,expired_branch,5481,94,5575,2.2936079619994416,2.2936079619994416,2.2936079619994416,0.6489793809996627,ok,,,40.98346428744342,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_1,cache_pressure_session_1:step_5:expired_branch:expired_branch,expired_branch,drop,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,5,cache_pressure_session_1:step_5:expired_branch:expired_branch,expired_branch,drop,1,expired_branch_session_1
exp_261e2d8d168f,run_ade0f43a139e,trial_834684f772de,agentmem_cache_pressure_config_1784890874,cache_pressure_session_2,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s2_step5,metric:cache-pressure,sessions_4,sessions_4,vllm,5,expired_branch,5481,86,5567,2.237482064001597,2.237482064001597,2.237482064001597,0.8152102560015919,ok,,,38.4360622968277,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_2,cache_pressure_session_2:step_5:expired_branch:expired_branch,expired_branch,drop,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,5,cache_pressure_session_2:step_5:expired_branch:expired_branch,expired_branch,drop,1,expired_branch_session_2
exp_261e2d8d168f,run_ade0f43a139e,trial_834684f772de,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s3_step5,metric:cache-pressure,sessions_4,sessions_4,vllm,5,expired_branch,5481,87,5568,2.1134170170007565,2.1134170170007565,2.1134170170007565,0.70928259700122,ok,,,41.16556235714688,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_3,cache_pressure_session_3:step_5:expired_branch:expired_branch,expired_branch,drop,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,5,cache_pressure_session_3:step_5:expired_branch:expired_branch,expired_branch,drop,1,expired_branch_session_3
exp_261e2d8d168f,run_ade0f43a139e,trial_834684f772de,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache-pressure,sessions_4,Qwen2.5-7B-Instruct,20260721,2026-07-24T11:02:06Z,87a752d,cache_pressure_s4_step5,metric:cache-pressure,sessions_4,sessions_4,vllm,5,expired_branch,5481,94,5575,2.4170330120014114,2.4170330120014114,2.4170330120014114,0.6968323990004137,ok,,,38.890656243939254,ok,,,unavailable,local_gpu_disabled_use_model_server_metrics,True,1.0,,1,1,,,,,,,,,True,True,agentmem_cache_pressure_config_1784890874,cache_pressure_session_4,cache_pressure_session_4:step_5:expired_branch:expired_branch,expired_branch,drop,True,,global,6579,ok,,298,ok,,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,,unavailable,field_missing,5,cache_pressure_session_4:step_5:expired_branch:expired_branch,expired_branch,drop,1,expired_branch_session_4
