file,scenario,mode,rows,avg_prompt_tokens,avg_output_tokens,avg_total_tokens,avg_latency,avg_ttft,tokens_per_second,peak_gpu_memory_mb,success_rate,avg_score,avg_raw_tool_tokens,avg_injected_tool_tokens,avg_tool_compression_ratio,avg_state_view_tokens,avg_event_count,avg_snapshot_count,avg_branch_saving_ratio,agent_meta_enabled,agent_id,cache_stats_available,cache_stats_unavailable_reason,cache_total_blocks,cache_agent_sessions,cache_tool_result_blocks,cache_shared_prefix_blocks,cache_scratchpad_blocks,cache_expired_branch_blocks
Qwen2_5_1_5B_Instruct__prefix_cache_optimized.csv,prefix-cache,optimized,30,359.3666666666667,54.93333333333333,414.3,0.6980197926332039,0.3085913801668236,91.90600153574199,,100.0,1.0,,,,,,,,True,agentmem_prefix_cache_config_1784891566,True,,6447.0,318.0,,,,
Qwen2_5_1_5B_Instruct__summary.csv,branching,both,16,,,,,,98.1292711937134,,0.0,,,,,,,,,True,agentmem_branching_config_1784891448,True,concurrent_agent_per_request_cache_not_collected,6456.0,318.0,,,,
Qwen2_5_1_5B_Instruct__tool_heavy_baseline.csv,tool-heavy,baseline,5,5531.0,0.0,5531.0,0.20045576599950438,,0.0,,0.0,0.230769,6112.0,5058.0,1.0,,,,,True,agentmem_tool_heavy_config_1784890937,True,,6579.0,298.0,,,,
Qwen2_5_1_5B_Instruct__tool_heavy_optimized.csv,tool-heavy,optimized,5,1814.4,376.4,2190.8,3.249840332800159,0.16003745100060768,116.63836231686484,,100.0,1.0,6112.0,375.0,0.06135471204188482,,,,,True,agentmem_tool_heavy_config_1784890937,True,,6571.0,303.0,,,,
Qwen2_5_1_5B_Instruct__ttl_priority.csv,ttl-priority,ttl_priority,5,3958.0,437.2,4395.2,3.633212960200763,0.3782351274006942,120.94817641946172,,100.0,1.0,,,,,,,,True,agentmem_ttl_priority_config_1784891634,True,,6456.0,318.0,,,,
Qwen2_5_1_5B_Instruct__vllm_benchmark.csv,branching,both,256,3212.79296875,242.30859375,2561.8984375,2.0163753646718163,0.22487552209502906,99.7456156759709,,73.046875,0.8585436875,,,,,,,,True,agentmem_branching_config_1784891448,True,concurrent_agent_per_request_cache_not_collected,6456.0,318.0,,,,
Qwen2_5_7B_Instruct__branch_benchmark.csv,branching,both,30,6248.666666666667,512.0,2949.6666666666665,8.410720693133225,0.27845606703334247,60.945960148449494,,100.0,1.0,,,,,,,0.31381856540084385,True,agentmem_branching_config_1784890385,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__branching_baseline.csv,branching,baseline,15,9585.333333333334,512.0,2949.6666666666665,8.312281434399909,0.19901038226671516,61.615198967818785,,100.0,1.0,,,,,,,0.0,True,agentmem_branching_config_1784890385,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__branching_optimized.csv,branching,optimized,15,2912.0,512.0,2949.6666666666665,8.509159951866543,0.35790175179996975,60.276721329080196,,100.0,1.0,,,,,,,0.6276371308016877,True,agentmem_branching_config_1784890385,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__cache_pressure.csv,cache-pressure,sessions_4,20,5483.8,100.25,5584.05,2.5108261973501613,0.802413659549984,40.23053013548894,,100.0,1.0,,,,,,,,True,agentmem_cache_pressure_config_1784890874,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__concurrent_agents.csv,concurrent-agents,optimized,15,49.0,458.0,507.0,9.575601046800026,2.2092565704669442,52.36236356854717,,100.0,1.0,,,,,,,,False,agentmem_concurrent_agents_config_1784892311,False,concurrent_agent_per_request_cache_not_collected,,,,,,
Qwen2_5_7B_Instruct__multi_stage_baseline.csv,multi-stage,full_history,20,9207.5,335.35,9542.85,5.880720744199971,0.29387539045001176,56.0331792893485,,80.0,0.9800000000000001,1528.0,1264.5,1.0,0.0,0.0,0.0,,True,agentmem_multi_stage_config_1784889817,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__multi_stage_event_sourced_memory.csv,multi-stage,event_sourced_memory,20,1331.85,366.25,1698.1,6.116845702799947,0.29631032204983965,59.45492004720929,,75.0,0.9716666500000001,1528.0,93.75,0.7653386780104712,502.65,11.5,0.75,,True,agentmem_multi_stage_config_1784889817,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__multi_stage_full_history.csv,multi-stage,full_history,20,9207.5,335.35,9542.85,5.880720744199971,0.29387539045001176,56.0331792893485,,80.0,0.9800000000000001,1528.0,1264.5,1.0,0.0,0.0,0.0,,True,agentmem_multi_stage_config_1784889817,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__multi_stage_optimized.csv,multi-stage,event_sourced_memory,20,1331.85,366.25,1698.1,6.116845702799947,0.29631032204983965,59.45492004720929,,75.0,0.9716666500000001,1528.0,93.75,0.7653386780104712,502.65,11.5,0.75,,True,agentmem_multi_stage_config_1784889817,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__multi_stage_summary_memory.csv,multi-stage,summary_memory,20,1563.55,235.05,1798.6,4.017809157100146,0.2982394725500853,58.43852788275369,,80.0,0.97,1528.0,93.75,0.7653386780104712,0.0,0.0,0.0,,True,agentmem_multi_stage_config_1784889817,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__prefix_cache_baseline.csv,prefix-cache,baseline,30,326.23333333333335,169.03333333333333,495.26666666666665,2.9174356419999943,0.255738460366653,57.43731764596715,,100.0,1.0,,,,,,,,True,agentmem_prefix_cache_config_1784890641,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__prefix_cache_optimized.csv,prefix-cache,optimized,30,359.3666666666667,155.96666666666667,515.3333333333334,2.8399892307998624,0.4232084716664758,55.783056892792814,,100.0,1.0,,,,,,,,True,agentmem_prefix_cache_config_1784890641,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__summary.csv,branching,both,16,,,,,,57.216348996860035,,0.0,,,,,,,,,True,agentmem_branching_config_1784890385,True,concurrent_agent_per_request_cache_not_collected,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__tool_heavy_baseline.csv,tool-heavy,baseline,5,11449.6,205.6,11655.2,3.7647982684002272,0.282585982999808,54.9364042320322,,100.0,1.0,6112.0,5058.0,1.0,,,,,True,agentmem_tool_heavy_config_1784889619,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__tool_heavy_optimized.csv,tool-heavy,optimized,5,1809.4,696.0,2505.4,11.550870987999952,0.2133327536001161,60.46840284114319,,100.0,1.0,6112.0,375.0,0.06135471204188482,,,,,True,agentmem_tool_heavy_config_1784889619,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__ttl_priority.csv,ttl-priority,ttl_priority,5,3958.0,505.6,4463.6,8.882960453400301,0.8381839388002845,57.03138818433615,,100.0,1.0,,,,,,,,True,agentmem_ttl_priority_config_1784890826,True,,6579.0,298.0,,,,
Qwen2_5_7B_Instruct__vllm_benchmark.csv,branching,both,256,4078.68359375,323.265625,3508.74609375,5.534296527691385,0.35102707016793744,56.90963747938239,,91.40625,0.9901041640625,,,,,,,,True,agentmem_branching_config_1784890385,True,concurrent_agent_per_request_cache_not_collected,6579.0,298.0,,,,
